26871,4722,15037,1573,6481
26871,22689,6481,23450,23476
16977,7887,30014,4381,21293
12863,23450,26757,13400,14270
3960,30668,33679,21302,30182
23450,7581,26248,21302,17477
15041,26248,25248,21354,17593
30198,24098,34885,18721,3625
26871,23450,19618,3407,33874
10603,30172,3974,7473,11977
3960,27304,21302,35670,17593
34215,26340,26871,23555,2450
26871,10603,14829,1153,1244
17098,25504,14229,35741,235
26871,7064,3609,25702,28036
30198,16118,36784,18850,31796
26871,19425,7930,32800,23555
35670,27304,24698,7873,8880
7581,36917,23569,20390,18506
13516,34215,14046,2450,26340
15216,7990,25955,15803,29832
30371,18891,8530,11156,28538
30668,7120,31056,30804,35628
30198,8844,18850,11977,16118
25150,8880,36035,14322,25330
7519,2450,26340,5002,30818
16761,26625,2585,19445,21834
5559,4923,16761,22689,36647
7581,26248,31433,23450,13637
30198,34157,25955,33840,24098
30371,24732,21775,11520,11156
30014,20080,15696,15090,20773
36917,19445,26775,26625,9326
22965,15041,6721,23345,24438
33118,36917,7948,15258,28271
25008,34157,18593,29578,14415
18908,2450,7519,18593,16942
17302,3066,7712,26248,2585
26607,15526,33558,19111,9774
3324,14378,6768,19883,20476
2585,10548,17302,22180,18576
30371,30198,23145,30409,36543
35806,9148,21698,7519,11617
31796,8880,19419,11977,20608
36917,5474,16959,19584,20837
26871,25702,1573,6721,26340
26871,19425,23450,6721,35461
25623,23450,28437,10204,13473
17826,20476,235,35806,33458
16959,7064,23982,30266,13069
12450,33138,22826,14144,32648
13489,30668,18593,111,18908
30198,12340,7519,22539,2535
26871,22689,25564,31473,11457
35670,22461,3960,23594,30409
35806,36917,27323,8327,7729
13489,16014,31002,14202,30668
16014,16761,8880,19111,18506
14202,26775,9335,21229,30371
16161,11977,19425,26871,34215
34157,30014,21277,29578,23450
10517,22312,27847,6721,3671
11253,23301,5504,35172,30014
26248,14202,23450,353,2450
26871,20532,3609,19425,25442
21302,30371,3865,1378,8268
34043,20907,19584,34157,35806
21775,24732,30371,16947,7570
13516,8268,26798,22565,23466
30172,10603,26871,7729,30818
34157,9862,24832,7581,7562
21302,16125,17593,18704,8996
26248,22312,21298,6284,30198
15803,29283,25330,17307,8170
26871,223,25330,12097,33874
15041,3412,23345,1137,8049
36917,35806,25150,9183,22046
26248,18506,25330,1573,33874
10548,17302,21887,14201,2394
23450,26248,26871,23476,31433
31786,28622,16959,12879,23771
26248,26871,10204,7581,6721
1073,19676,15803,18803,23365
22689,11435,21277,3960,15090
30371,35230,23569,7562,33300
33840,31731,31309,3671,34906
15696,17593,26248,17708,22689
27317,8142,32164,19445,31002
17593,3671,33840,31731,25248
26871,19425,10026,16161,2031
7581,30198,7562,26248,35687
8420,31796,22539,34157,2219
13516,35670,33441,24732,34215
23450,7581,26248,13637,31433
26871,627,25702,33874,12635
7990,19111,26340,26871,6721
26871,31786,5474,3974,6481
26871,9183,23569,33874,26573
26248,6721,13637,14202,18151
26248,6721,28053,26346,34446
13574,24438,10300,26752,24524
33953,18576,7581,32164,7696
26871,27304,12086,17593,36647
4722,23476,7887,7990,15037
23594,23450,21277,31506,7581
26871,11457,9183,7581,505
26871,7948,34278,21917,17557
10551,2450,25623,23450,13473
13489,30668,18593,29578,31879
30371,23450,30198,7581,6304
30198,25476,10204,24098,29578
6481,4800,21293,26871,22482
2045,21775,24832,9667,1952
22965,17633,26756,17099,15442
33550,24438,14117,18593,26871
21425,26607,9774,35982,10368
10603,34667,26871,235,26837
26871,9213,23450,10551,11457
32648,25008,31045,22965,30274
1576,11176,30198,11156,25250
16959,27485,35172,32843,14113
8268,12293,23365,16564,19135
7581,26248,21752,7873,36917
14202,26248,6721,14653,30371
19584,9213,36917,20837,16959
26871,26248,6721,23476,12402
24149,10517,35781,27847,3899
35806,22826,30818,8844,13105
26871,9213,19618,20608,11457
26871,25702,23476,23450,36998
33558,3960,7376,10517,34268
36917,7712,7581,8142,505
13516,33441,4113,24732,35670
24758,31056,23594,33629,17913
18576,32164,2585,25969,20144
22312,31309,31177,13069,1573
19584,16239,22826,111,26907
30198,26871,25702,10921,33874
26871,25330,9183,26340,18506
6721,7990,33558,36461,30526
23450,10551,26871,2586,31506
7519,30818,111,30142,27323
26248,18506,33874,21354,27306
31056,7712,7581,18117,32164
19979,36917,7712,2585,35714
36679,4113,10599,17223,15151
10204,25702,26871,8142,19618
912,30274,7961,11977,8268
4113,17826,20476,36917,28198
23450,23476,12418,8884,21917
23450,26871,6481,9213,7948
18908,18593,25623,23476,29578
33874,3078,26871,27769,30072
16977,30198,21511,4381,13069
17593,25330,33953,12538,26248
7961,31796,18850,2731,7519
29466,35670,17593,25912,16947
24438,33558,6721,15482,15041
235,17826,19975,33441,24397
26248,26871,20380,31433,1573
27304,20934,17593,35670,15696
7581,30198,33629,10204,25702
7519,12869,18908,2450,8966
7519,30198,2450,9750,24236
21834,162,27020,3858,11345
26248,6721,33550,7990,26871
31002,31056,627,33629,30804
12450,4483,12115,35687,24832
31487,30274,30371,11156,29723
8108,33558,16977,26607,4800
8530,24276,12471,16411,26775
28073,6721,10517,3066,17099
35670,15696,25505,20067,27304
30198,10921,21511,13069,22312
6721,4373,14201,7729,26248
30172,32648,10026,10603,26871
4800,26871,6481,31786,12863
26871,19425,16161,11977,9324
29466,22461,22700,34885,5050
18593,29578,34157,13178,29832
23569,7729,33300,26340,26248
12450,1327,26252,22975,912
26871,33874,6721,10551,19112
7990,30526,16959,5474,21606
33827,22689,12298,6481,30014
24524,35670,36679,13574,26752
19425,26871,33099,27784,25025
35806,22975,16977,21511,22826
36917,7696,33581,15606,20907
23476,19618,33427,18908,4722
19584,21834,30014,6481,1335
24524,8925,16977,21293,7519
21279,33874,22312,12094,20539
12450,14837,2045,22826,19688
22965,24524,7570,19296,30106
26871,25702,27885,10204,36919
14178,13489,13611,23569,8510
17593,7581,2585,25150,36035
2450,34215,15803,25479,26340
15520,22312,27306,26265,33827
21775,7928,13178,19188,19296
16125,26907,3974,16793,34561
26871,25702,8884,19425,10996
11977,16523,30274,18850,33300
8108,33933,10517,24356,33558
26871,22689,25248,26248,25702
7729,8884,27727,8170,32648
26871,26625,3123,10603,24709
24397,19111,5474,17099,7990
5250,12115,16977,29760,19920
23450,26248,25702,26871,10996
3974,27323,12635,9326,33427
16977,9213,2585,7696,25150
26248,30198,7581,21752,26340
2045,7990,30818,7562,5474
26871,2450,7064,25623,23569
26871,505,25248,9183,33874
12293,26752,24524,14700,15803
3328,26752,21641,24524,10300
26757,18704,7296,5504,23868
23450,26871,33084,12402,759
6721,15041,26248,19111,13733
30198,7581,21229,21752,10996
26871,21752,26248,30198,7581
22689,8108,3671,17593,33840
31786,26871,26625,24709,26423
26871,33874,26573,26248,15041
26871,33874,33303,3407,27769
29760,35988,22826,24832,36461
16977,15434,35964,10512,12115
14202,23450,24838,10551,18586
26871,23450,10551,23555,2450
36917,20144,8142,11176,27154
7415,13301,26798,23817,18189
7570,33300,26752,15520,12734
26625,24709,8268,19757,23817
30198,7581,25702,19618,10204
26625,36917,26871,24709,505
17593,23450,26248,26871,21302
16564,31056,13489,30804,627
12450,21641,34157,12115,24980
30198,8884,26871,23555,25702
26871,15041,6721,19111,26248
35806,22511,2045,25008,35189
6721,10517,16959,4800,22959
8268,4319,26757,3377,23466
22975,8884,28308,20532,1573
36917,25150,7562,7873,7581
7729,2045,10119,7990,111
235,11977,15980,34667,20934
759,16125,34561,33874,7591
26248,353,6721,8884,30198
21302,7948,23450,32571,8268
6481,7519,9213,25581,3974
26248,17593,23450,23476,7581
16761,19618,10204,8142,6284
25008,30198,30818,5002,21229
2450,13489,2045,14178,23569
7948,7581,25150,17579,25248
26871,23450,26248,19618,22689
17099,32648,26756,14178,13489
26607,16977,8108,33840,33458
23450,7581,26248,19618,10204
3865,21302,33099,27551,18694
2450,10551,16942,26871,20234
33840,34157,19419,5785,34043
25330,8880,11457,12097,36035
7948,26871,17557,19425,11904
25008,12869,26252,7519,912
15042,25564,16125,31473,34182
26248,6721,17593,33558,31433
3066,22338,22312,28023,11526
22689,26871,11457,1321,36647
26248,17593,15696,22689,5489
13516,33441,4113,34215,15041
22689,26248,26871,17593,16125
33118,8966,5312,16564,28748
26871,25702,7948,9213,10204
23476,7990,22046,5474,4722
26871,7519,21917,29915,14117
18891,30198,18246,14414,6073
9183,18506,7581,19618,25150
26871,26248,3609,14202,23450
2045,2871,3275,31002,32215
22689,16125,21277,23826,23450
26871,22689,11457,23450,19618
23450,17302,35669,35492,36146
23450,24838,14202,23476,26252
19111,17593,3671,33558,22689
26248,34446,27847,26346,21912
23301,26757,16564,33099,10621
26871,1573,25248,33303,22689
17913,29338,7064,16977,28198
30014,19584,15696,29578,25476
33840,7581,7873,25150,35687
17593,15803,23476,14117,25330
12635,33427,627,33874,31002
7581,26248,26871,30198,21752
23450,14202,26248,353,17302
10603,9255,24397,15854,18477
26871,17557,7961,7100,14046
26871,25702,26340,27002,10996
26871,10551,23450,33953,23594
17593,3671,33840,27304,12115
12450,8530,1487,36173,24276
23450,26871,23476,19618,26875
6481,21293,21917,33099,22482
17593,21775,26248,27947,29466
8268,28247,22565,23466,1001
2991,29965,12094,23470,21834
26340,26248,34215,8170,15041
7581,505,26871,33874,21031
14202,2450,26871,22965,19425
26871,19618,7581,23450,20608
7581,26248,33550,26871,10551
22959,35714,1603,3899,6481
10603,34397,26898,36919,24397
10907,2589,31056,14202,19188
20608,19618,25987,19419,23722
12298,1378,5559,10782,21834
26871,3974,9213,11977,11457
30371,7562,23569,223,26340
2045,7562,35806,36917,26340
30526,3671,13028,17099,11570
7581,8966,9684,17579,18908
23450,17302,26248,34713,21277
16977,14647,6481,35714,25860
36917,26775,31786,27827,20214
30371,28254,20049,28271,19752
26871,7948,19425,25702,23450
22965,24149,19425,24871,9750
17694,20205,36877,1327,3853
34045,12450,24149,35758,21641
36917,7064,30198,4015,5474
2450,10551,627,25623,20234
33874,27947,19578,6865,26248
10517,4381,27784,22700,22461
11977,505,26625,31796,9272
26625,7961,5312,26423,31309
15696,34157,16125,15992,20907
26871,23450,10551,35461,33084
25955,10427,7887,24438,16977
17593,21775,26248,25330,21302
22689,17708,347,30014,7887
6481,21293,33099,25581,17557
26871,3974,22689,36919,14117
7990,26871,8327,14117,26340
35670,15041,5050,24758,7581
23450,23476,26248,33550,7581
26871,23450,26248,23476,25702
26625,3974,33874,7296,24709
505,26573,36035,18151,26871
24838,26252,3519,7562,20964
7581,23450,26248,30198,14463
20144,235,27154,12503,29629
24149,6481,33827,35781,11070
17593,21302,3671,22689,26248
35352,1321,3960,12293,3377
21279,35806,7729,20539,19111
24149,16564,20534,10195,11904
6721,33558,26871,26248,26707
24149,16959,31786,30668,13489
7581,30198,21752,10204,16118
33874,26248,17593,36035,31433
7581,19618,8142,8420,20080
17593,19801,15696,16125,7110
9326,3974,26871,9213,24397
23450,21302,27551,2586,6021
27154,17826,33982,31056,24397
30198,8884,20532,24098,10996
13516,2450,33441,34215,2045
15992,11176,21279,25005,34637
23450,27784,26871,25702,19425
26871,17557,33099,25442,7961
347,23476,26248,15216,33550
16125,21834,23826,5489,1487
26871,33874,25702,627,35461
8884,22975,2731,16544,1573
24098,30198,30014,9473,7265
17694,26607,35982,17593,12115
26248,7581,23450,33550,10551
23450,759,34561,26956,33084
23450,14700,21302,21917,27784
24709,26775,16411,33874,26289
35172,34885,30668,15434,34268
2045,27323,8327,19584,18908
26871,25330,22046,1573,23476
1073,21775,2450,1952,21302
25330,25150,8327,1573,22046
26871,9213,22689,20608,6481
30371,23450,26248,17302,21302
23450,26248,23476,21277,12402
26367,11977,33874,33300,627
28254,12450,32531,8170,23261
26871,23476,33550,14117,26248
15520,12094,26265,33445,18246
7581,23450,26248,35964,19618
26871,27769,22689,25702,3407
19144,36917,26775,35806,5784
23450,10551,2450,2586,26871
9750,29915,20407,21917,23450
13787,20098,14653,12450,10517
29832,34157,29578,23826,25476
16977,12115,7887,19584,5250
26871,627,36919,10603,19425
12450,21775,17593,24732,28254
26871,6721,19425,15041,14202
35243,31653,162,24276,24724
7581,23476,26248,23450,35964
33558,15216,19111,7110,13733
26871,23476,26248,14117,6721
30198,7581,25702,14463,9473
26871,25442,20532,25702,4800
26871,33874,26248,34906,26573
30198,20532,27847,6721,21511
1137,27325,7044,22965,14378
26871,7519,9213,23450,7948
23476,6481,23450,34660,32531
22965,24149,10195,13400,22041
23450,26871,7948,23476,36146
26871,8884,15803,23555,12418
33840,17694,10512,7887,16421
24291,24438,2490,35835,2450
36917,19584,16959,20837,23982
24524,10300,29781,34157,25987
26871,7581,26248,13637,31433
7519,32531,21917,16977,23476
21277,7696,6566,6798,1378
17099,21938,1137,28073,26795
8142,7581,36917,10204,9213
26871,25702,23450,3407,19425
30371,25008,17573,12869,11156
2045,24832,7696,7562,21907
30668,18908,13489,27559,31056
26871,12635,19618,627,33115
22975,1573,20205,7887,871
1338,35230,17302,26775,7296
28271,20205,32531,25442,7961
24561,19296,2988,2048,10602
16125,23450,21277,17593,21302
31056,30804,27154,13489,33982
31796,35736,22539,35670,16118
26871,7948,15041,6238,6721
7948,16977,26871,17557,30059
23450,30371,21302,19760,17173
26871,6481,4800,19425,20532
17173,8142,2585,10979,20144
2045,27154,33982,36917,19883
26871,23476,25623,6721,25702
2045,24832,9667,20907,7562
2450,16564,13489,10551,1073
7581,16977,35964,30059,30266
12450,17593,3671,36035,21641
23450,7581,26248,10996,2586
6721,8884,26248,22312,10921
30371,17579,3865,21302,28032
36917,8142,16125,28538,8996
8442,16125,33300,19578,14789
23450,18908,7581,23476,19618
24732,21775,2045,30371,17215
11977,30274,23817,16564,36679
7581,26248,33550,23476,25330
4800,33555,36919,23982,6481
26871,25248,1573,7930,31731
235,17826,11176,24397,35264
6481,4800,18908,30014,7956
33118,8966,25150,31796,17579
23450,11070,17302,33084,33827
16014,16959,36917,7712,32164
26340,25330,25150,34215,25248
2585,25912,24098,3865,8996
30822,9213,11457,20821,22689
17302,2585,10548,13173,35669
11977,505,235,31796,9243
34215,8170,1153,26340,26871
9213,9326,26871,3974,26625
36919,26871,4800,6721,10517
30198,25702,26248,3066,10204
26871,3974,27769,9183,33874
24149,22965,16564,8268,26169
7990,15526,17099,16959,21834
20205,16977,25860,4138,7519
24149,34582,5320,2078,11757
23450,7581,18512,12869,17579
26871,33874,25702,20608,33303
26871,9213,7948,11862,4800
21293,6481,23450,22482,1378
2450,15803,2045,22965,19676
30371,7570,21302,17573,26752
34043,19584,34157,33840,15696
11977,20205,7887,4138,3974
15696,26248,17593,7581,27947
15195,36919,26707,15696,10907
3960,24561,12293,128,22361
235,21246,24524,5784,19243
16977,26607,12115,8108,24356
22689,26871,6481,23450,4800
11977,27323,3974,16239,19584
6481,4800,24149,26871,20532
17913,15606,18905,26340,8327
12450,4407,8170,22975,26340
12863,23450,23466,33084,13400
26775,1338,30371,14463,7296
34561,31786,759,12863,26956
23450,10996,26871,12869,25702
8966,34278,28200,2045,20965
23476,34157,347,19584,22975
15041,33558,6721,34446,10517
26871,26625,9326,36917,24709
3960,35964,15696,22461,4923
23476,15803,25330,33953,26871
14322,8880,2585,17694,36035
34182,33300,30274,12450,7591
36917,25969,505,32164,26607
26871,627,10551,12635,6865
7581,36917,8142,505,7562
23450,22689,16125,11457,18791
26871,23450,35461,25702,22689
15724,17271,26795,2207,17897
3974,15803,22689,7519,23476
7581,2450,10551,33550,23476
22689,33558,26707,17593,14117
17593,21302,14653,25502,26752
26871,19425,36919,16161,34906
2450,7729,23569,23555,34215
10517,6721,3412,10907,27485
24149,6481,25955,7565,14201
26871,14270,19425,29965,4234
14202,26871,13489,26573,14178
16977,20205,7519,7887,22482
2450,30371,21775,7581,23450
12450,30274,22826,25442,33801
23594,10551,12680,27304,34278
12450,26607,17099,9774,19111
33558,26871,3671,6721,14117
20205,33099,21293,22482,25442
8966,7696,19584,20144,9684
16125,5489,16761,33874,13358
25442,25860,28036,21293,21340
10026,10603,15803,24438,29283
2219,29466,21302,16125,24524
26871,30266,4722,19618,7990
31786,812,30526,17099,24149
23450,22689,21293,6481,22482
16959,31786,4800,6481,20837
22689,17593,15696,26707,15803
2752,27485,15606,35964,16977
31056,30668,16959,10195,10907
24524,22546,4381,30198,27306
9272,24397,8327,34397,23982
30371,21302,7581,17579,23868
17099,33827,6721,36297,33558
36917,35806,14094,30818,7729
26871,35670,17259,15041,34215
26248,21277,23450,17593,15195
3974,26871,9326,24397,26625
24291,29578,22965,18593,24438
17302,26248,35492,2585,10548
2585,16761,16014,35669,21274
11977,26625,36679,10599,24709
10603,22565,2991,28247,12094
21887,28385,3066,10517,26248
17593,21302,26248,23466,16125
29283,12086,10603,17307,19883
14202,11862,25969,26871,9335
26871,25702,10204,33874,22338
26607,34891,3751,31473,17593
23594,27784,26248,35461,26871
23450,10551,14202,28437,26956
23450,10551,23476,26871,7948
34157,30668,29832,15216,25955
33099,7519,7948,21293,33118
22046,25150,7581,33953,23476
21302,30914,25479,8966,3960
11977,31796,16523,3974,11457
26871,26248,10204,25702,7581
22689,31473,3671,15803,17593
23868,30371,8268,19760,1338
33558,21354,34906,3671,22312
26871,7961,7591,9183,33874
26871,26248,18506,23569,9183
13611,16014,3974,33874,26871
24149,31810,13028,6021,29591
8966,33118,9684,6502,2408
23450,26248,26871,23476,10996
26871,22689,17593,20608,25248
23450,26871,23476,21917,22482
33115,16942,35670,33629,29629
30371,30198,26340,21229,34215
12883,20934,27304,23470,7110
3974,27323,11977,32255,7729
13489,22965,10907,24149,19901
30198,25476,3899,22959,14201
30266,30014,15696,6721,11012
32648,12450,22965,7729,17099
12097,31433,17593,2586,25330
26248,29760,6721,7990,33550
13960,19883,33458,19584,36917
33099,21293,25442,9723,28308
36917,31786,24838,5474,15258
33558,24356,3671,6481,16959
33827,26428,10517,36297,15090
23476,2731,23450,26248,17302
33300,33874,14178,21279,26775
8327,27323,19584,16977,7519
36917,26340,8327,2045,27323
6481,1573,22312,7887,34660
33840,17593,14322,17694,36035
23450,20387,33084,24149,17626
18593,2450,29578,12869,18908
8108,27304,17593,21425,15696
17593,20934,27304,22565,22689
2585,7581,16761,23450,26248
8884,23450,25702,10996,12402
12450,7729,26340,34215,35806
24149,30818,6481,30172,111
26871,26625,9213,7961,6481
17593,15696,26248,21775,15216
26775,15805,21970,36917,18423
26871,6721,7990,14117,23476
33874,3407,26248,28023,27551
30014,23450,1335,9213,19618
21775,24732,7581,35670,34157
26248,23450,30014,25702,30198
235,35670,34667,20476,8327
16125,21775,34157,26248,16947
26248,30371,23450,353,17302
24098,11253,2535,30014,3564
23476,7581,33550,26248,23450
27304,17593,36035,33953,2585
25150,21775,17593,7562,36035
36679,15151,28247,15041,9255
13301,27769,17633,10551,1073
6238,21108,17240,32843,26607
10026,14046,26871,29283,7591
16564,9213,13400,20144,23301
15980,11977,34328,21834,12092
24291,24438,2535,29554,30198
30198,24098,34157,25476,29578
10715,31056,4113,8966,25809
2045,2450,24397,627,10551
11977,30274,10026,17058,5371
26871,7961,7948,23817,19425
7581,23450,35964,17579,17022
6721,26248,32857,17878,6284
35670,7581,30914,9119,33115
36917,27923,2045,23569,16014
25955,10603,10026,24438,10921
18908,9213,23476,4722,30014
24438,6721,15041,29760,33550
30371,25934,3412,26775,24732
26871,24397,2012,2045,627
26625,31786,36917,24397,9326
6721,11353,15195,10907,33555
3960,15041,21302,12293,30409
28254,33118,20049,13516,19688
29965,3974,26871,15980,10603
3960,22689,21293,21302,3499
17593,25330,27304,33953,36035
6502,7098,28271,32843,18605
11977,10603,10026,26871,29283
30371,26248,17302,14202,3220
24149,26540,6502,32843,20168
26871,7990,19111,6481,6721
33099,21293,25442,9723,28308
26871,8327,7581,19618,30266
36917,7296,26573,505,25150
21302,12680,23594,31433,26248
26871,14796,7990,15803,14117
28271,7948,33118,7720,9495
26871,26248,6721,7990,19111
23450,7581,26248,23476,26871
23868,7948,6502,18117,28271
15195,24438,10907,33555,25623
33558,7990,6721,30818,19961
3960,34061,35215,10195,23594
7390,235,16142,5784,12883
26248,7581,17593,31433,35964
15606,12927,33581,30668,2871
17626,4381,16412,24098,7570
26871,25702,7581,20608,19618
33953,3751,7696,28200,10782
31786,6481,4800,26871,26625
26248,31433,26871,10551,12097
35172,27485,34397,10517,10907
22965,24149,33084,24438,10551
26871,35670,23594,15041,5050
11977,10621,20886,30274,1525
21775,24732,6284,36173,27676
17593,26248,29466,35670,5050
7990,6721,26248,26871,23476
2219,31796,8880,20144,9232
17593,3671,26248,33466,23450
23450,14202,28437,12863,26956
22965,24149,24438,26905,1064
26871,6721,19425,3609,1244
34278,26871,17536,10551,28200
17801,3410,12094,1487,34043
2219,33115,14741,29466,20080
18908,16959,6481,7519,28036
24438,3977,6580,30198,6721
22312,24724,33827,28716,33558
22826,17694,32531,34848,36877
17593,30059,35964,7581,36035
22965,19296,14653,21775,353
31056,20144,2045,23594,7696
35670,2219,29466,24524,33840
26871,3974,12635,27769,11457
22312,14201,29247,28716,1603
32843,27485,35172,16977,10195
30409,3865,25442,18605,12450
32531,5250,22180,30371,4936
26248,10517,3066,17302,27676
30818,3609,21229,4407,26340
24397,7064,16959,8756,9326
26871,33874,23569,10551,8170
30371,21775,26775,10824,17302
7712,22959,15606,19979,16959
8420,10551,18097,2450,7296
15041,26871,26248,19111,6721
